sentence_id,sentence,top_label,top_score,all_labels,all_scores
69,"During the contest of opinion through which we have passed the animation of discussions and of exertions has sometimes worn an aspect which might impose on strangers unused to think freely and to speak and to write what they think; but this being now decided by the voice of the nation, announced according to the rules of the Constitution, all will, of course, arrange themselves under the will of the law, and unite in common efforts for the common good.",society,0.4207566976547241,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.4207566976547241, 0.19167323410511017, 0.18559689819812775, 0.1682944893836975, 0.03367870673537254]"
70,"All, too, will bear in mind this sacred principle, that though the will of the majority is in all cases to prevail, that will to be rightful must be reasonable; that the minority possess their equal rights, which equal law must protect, and to violate would be oppression.",governance,0.39606809616088867,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.39606809616088867, 0.350483775138855, 0.12822853028774261, 0.08583946526050568, 0.039380092173814774]"
71,"Let us, then, fellow citizens, unite with one heart and one mind.",society,0.5941718220710754,"[""society"", ""governance"", ""politics"", ""economy"", ""war/security""]","[0.5941718220710754, 0.24952684342861176, 0.06355603039264679, 0.05097152292728424, 0.04177381470799446]"
72,Let us restore to social intercourse that harmony and affection without which liberty and even life itself are but dreary things.,society,0.6846268773078918,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.6846268773078918, 0.12397755682468414, 0.11263567954301834, 0.0501515194773674, 0.028608333319425583]"
73,"And let us reflect that, having banished from our land that religious intolerance under which mankind so long bled and suffered, we have yet gained little if we countenance a political intolerance as despotic, as wicked, and capable of as bitter and bloody persecutions.",politics,0.7117729187011719,"[""politics"", ""governance"", ""society"", ""war/security"", ""economy""]","[0.7117729187011719, 0.14696311950683594, 0.088727205991745, 0.03284241631627083, 0.019694315269589424]"
74,"During the throes and convulsions of the ancient world, during the agonizing spasms of infuriated man, seeking through blood and slaughter his long-lost liberty, it was not wonderful that the agitation of the billows should reach even this distant and peaceful shore; that this should be more felt and feared by some and less by others, and should divide opinions as to measures of safety.",war/security,0.7471033930778503,"[""war/security"", ""society"", ""economy"", ""politics"", ""governance""]","[0.7471033930778503, 0.07941051572561264, 0.06108437851071358, 0.05807455629110336, 0.054327186197042465]"
75,But every difference of opinion is not a difference of principle.,society,0.2641999423503876,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.2641999423503876, 0.24017471075057983, 0.22826825082302094, 0.1766522079706192, 0.09070497006177902]"
76,We have called by different names brethren of the same principle.,society,0.378602534532547,"[""society"", ""governance"", ""economy"", ""politics"", ""war/security""]","[0.378602534532547, 0.2536065876483917, 0.1973622888326645, 0.10278092324733734, 0.06764762103557587]"
77,"We are all Republicans, we are all Federalists.",politics,0.84416264295578,"[""politics"", ""society"", ""governance"", ""economy"", ""war/security""]","[0.84416264295578, 0.1067814752459526, 0.02902771532535553, 0.015788940712809563, 0.004239371977746487]"
78,"If there be any among us who would wish to dissolve this Union or to change its republican form, let them stand undisturbed as monuments of the safety with which error of opinion may be tolerated where reason is left free to combat it.",governance,0.3686407804489136,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.3686407804489136, 0.27107444405555725, 0.24357102811336517, 0.06739494204521179, 0.04931877553462982]"
79,"I know, indeed, that some honest men fear that a republican government can not be strong, that this Government is not strong enough; but would the honest patriot, in the full tide of successful experiment, abandon a government which has so far kept us free and firm on the theoretic and visionary fear that this Government, the world's best hope, may by possibility want energy to preserve itself?",governance,0.6513445377349854,"[""governance"", ""society"", ""politics"", ""economy"", ""war/security""]","[0.6513445377349854, 0.15955422818660736, 0.14122970402240753, 0.027888892218470573, 0.019982576370239258]"
80,"I believe this, on the contrary, the strongest Government on earth.",governance,0.9205927848815918,"[""governance"", ""politics"", ""society"", ""economy"", ""war/security""]","[0.9205927848815918, 0.032089971005916595, 0.02444593980908394, 0.011560619808733463, 0.0113106369972229]"
81,"I believe it the only one where every man, at the call of the law, would fly to the standard of the law, and would meet invasions of the public order as his own personal concern.",governance,0.46568262577056885,"[""governance"", ""society"", ""economy"", ""war/security"", ""politics""]","[0.46568262577056885, 0.2836737334728241, 0.12659905850887299, 0.0630694180727005, 0.060975149273872375]"
